time,vSI,vs
0.0,1.0,0.0
1.00000000000000002e-3,1.0,0.0
2.00000000000000004e-3,1.00000000000000022,4.52061646889780891e-14
3.00000000000000006e-3,1.00000000000000022,4.3891700640022927e-14
4.00000000000000008e-3,1.00000000000000022,4.26106270125592984e-14
5.0000000000000001e-3,1.00000000000000044,1.31774494450118746e-13
6.00000000000000012e-3,1.00000000000000067,1.73135119316065903e-13
7.00000000000000015e-3,1.00000000000000089,2.13279166612165894e-13
8.00000000000000017e-3,1.00000000000000111,2.97443905931274725e-13
9.00000000000000105e-3,1.00000000000000133,3.33932920716919922e-13
1.00000000000000002e-2,1.00000000000000155,3.69329895140928577e-13
1.10000000000000011e-2,1.00000000000000178,4.48869184140386929e-13
1.20000000000000002e-2,1.000000000000002,4.80851521257461393e-13
1.30000000000000011e-2,1.00000000000000222,5.57063968815975853e-13
1.40000000000000003e-2,1.00000000000000244,5.85805199103616279e-13
1.50000000000000012e-2,1.00000000000000266,6.1365409438645465e-13
1.60000000000000003e-2,1.00000000000000289,6.8584031459866022e-13
1.70000000000000012e-2,1.00000000000000311,7.10660002884274311e-13
1.80000000000000021e-2,1.00000000000000333,7.3468956883495507e-13
1.89999999999999995e-2,1.00000000000000355,8.03156254963369774e-13
2.00000000000000004e-2,1.00000000000000377,8.24353841054198203e-13
2.10000000000000013e-2,1.000000000000004,8.44856426236119697e-13
2.20000000000000022e-2,1.00000000000000422,9.0988899431395209e-13
2.29999999999999996e-2,1.00000000000000444,9.27743117002393372e-13
2.40000000000000005e-2,1.00000000000000444,8.99784570215276785e-13
2.50000000000000014e-2,1.00000000000000444,8.72550691753876412e-13
2.60000000000000023e-2,1.00000000000000444,8.46024393710982335e-13
2.69999999999999997e-2,1.00000000000000444,8.20188969614630904e-13
2.80000000000000006e-2,1.00000000000000444,7.95028086213569966e-13
2.90000000000000015e-2,1.00000000000000444,7.70525775435213763e-13
3.00000000000000024e-2,1.00000000000000444,7.46666426512536549e-13
3.09999999999999998e-2,1.00000000000000444,7.23434778276415764e-13
3.20000000000000007e-2,1.00000000000000444,7.00815911610019597e-13
3.30000000000000016e-2,1.00000000000000444,6.78795242061894185e-13
3.40000000000000024e-2,1.00000000000000444,6.57358512614473121e-13
3.50000000000000033e-2,1.00000000000000444,6.36491786604808691e-13
3.60000000000000042e-2,1.00000000000000444,6.16181440794374247e-13
3.70000000000000051e-2,1.00000000000000444,5.96414158584863344e-13
3.79999999999999991e-2,1.00000000000000444,5.77176923376971686e-13
3.89999999999999999e-2,1.00000000000000444,5.5845701206920078e-13
4.00000000000000008e-2,1.00000000000000444,5.40241988693795567e-13
4.10000000000000017e-2,1.00000000000000444,5.22519698186975807e-13
4.20000000000000026e-2,1.00000000000000444,5.05278260290685958e-13
4.30000000000000035e-2,1.00000000000000444,4.88506063583140964e-13
4.40000000000000044e-2,1.00000000000000444,4.72191759635502658e-13
4.50000000000000053e-2,1.00000000000000444,4.56324257292076372e-13
4.59999999999999992e-2,1.00000000000000444,4.40892717071466569e-13
4.70000000000000001e-2,1.00000000000000444,4.25886545686188324e-13
4.8000000000000001e-2,1.00000000000000444,4.11295390678279629e-13
4.90000000000000019e-2,1.00000000000000444,3.97109135168506795e-13
5.00000000000000028e-2,1.00000000000000444,3.83317892716810593e-13
5.10000000000000037e-2,1.00000000000000444,3.69912002291683369e-13
5.20000000000000046e-2,1.00000000000000444,3.568820233462169e-13
5.30000000000000054e-2,1.00000000000000444,3.44218730998606813e-13
5.39999999999999994e-2,1.00000000000000444,3.31913111314944548e-13
5.50000000000000003e-2,1.00000000000000444,3.19956356692171909e-13
5.60000000000000012e-2,1.00000000000000444,3.08339861339115622e-13
5.70000000000000021e-2,1.00000000000000444,2.97055216853565222e-13
5.80000000000000029e-2,1.00000000000000444,2.86094207893394772e-13
5.90000000000000038e-2,1.00000000000000444,2.75448807939773451e-13
6.00000000000000047e-2,1.00000000000000444,2.65111175150549083e-13
6.10000000000000056e-2,1.00000000000000444,2.55073648301925258e-13
6.19999999999999996e-2,1.00000000000000444,2.45328742816596258e-13
6.30000000000000004e-2,1.00000000000000444,2.3586914687653652e-13
6.40000000000000013e-2,1.00000000000000444,2.26687717618682093e-13
6.50000000000000022e-2,1.00000000000000444,2.17777477411773933e-13
6.60000000000000031e-2,1.00000000000000444,2.09131610212674112e-13
6.7000000000000004e-2,1.00000000000000444,2.0074345800049213e-13
6.80000000000000049e-2,1.00000000000000444,1.92606517286902414e-13
6.90000000000000058e-2,1.00000000000000444,1.8471443570105919e-13
7.00000000000000067e-2,1.00000000000000444,1.77061008647550522e-13
7.10000000000000075e-2,1.00000000000000444,1.69640176035869307e-13
7.20000000000000084e-2,1.00000000000000444,1.62446019079901634e-13
7.30000000000000093e-2,1.00000000000000444,1.55472757165971836e-13
7.40000000000000102e-2,1.00000000000000444,1.48714744788009373e-13
7.49999999999999972e-2,1.00000000000000444,1.42166468548432958e-13
7.59999999999999981e-2,1.00000000000000444,1.35822544223376699e-13
7.6999999999999999e-2,1.00000000000000444,1.2967771389091031e-13
7.79999999999999999e-2,1.00000000000000444,1.23726843120934965e-13
7.90000000000000008e-2,1.00000000000000444,1.17964918225461263e-13
8.00000000000000017e-2,1.00000000000000444,1.12387043568002745e-13
8.10000000000000026e-2,1.00000000000000444,1.06988438930849328e-13
8.20000000000000034e-2,1.00000000000000444,1.01764436938999434e-13
8.30000000000000043e-2,1.00000000000000444,9.67104805395683013e-14
8.40000000000000052e-2,1.00000000000000444,9.18221205355035499e-14
8.50000000000000061e-2,1.00000000000000444,8.70950131724686071e-14
8.6000000000000007e-2,1.00000000000000444,8.25249177777766676e-14
8.70000000000000079e-2,1.00000000000000444,7.8107694450281937e-14
8.80000000000000088e-2,1.00000000000000444,7.38393018001531876e-14
8.90000000000000097e-2,1.00000000000000444,6.97157947374848984e-14
