Frequency (Hz),Magnitude (dB),Phase (deg)
0.270772331883166,-17.3037539755338,110.803526390603
0.273282801519775,-17.1999841295763,110.932474864685
0.275816547012349,-17.0959051755777,111.061218918457
0.278373784163328,-16.9915149688938,111.189731812863
0.280954730775966,-16.886811405893,111.317986330958
0.283559606672883,-16.7817924257293,111.44595477898
0.28618863371479,-16.6764560121274,111.57360898774
0.28884203581938,-16.5708001951778,111.700920314333
0.291520038980403,-16.464823053141,111.827859644181
0.294222871286915,-16.3585227142583,111.95439739341
0.2969507629427,-16.2518973585683,112.080503511555
0.299703946285883,-16.1449452197276,112.206147484623
0.302482655808712,-16.0376645868339,112.331298338496
0.305287128177537,-15.9300538062487,112.45592464268
0.30811760225296,-15.8221112834195,112.579994514417
0.310974319110185,-15.7138354846992,112.703475623154
0.313857522059547,-15.6052249391591,112.82633519536
0.316767456667237,-15.496278240397,112.948540019725
0.319704370776216,-15.3869940483349,113.070056452702
0.322668514527325,-15.2773710910068,113.190850424428
0.32566014038059,-15.1674081663337,113.310887445002
0.328679503136722,-15.0571041438838,113.430132611135
0.331726859958823,-14.9464579666162,113.548550613156
0.334802470394285,-14.8354686526052,113.66610574239
0.337906596396897,-14.7241352967446,113.782761898892
0.341039502349158,-14.6124570724289,113.898482599544
0.34420145508479,-14.500433233209,114.013230986507
0.347392723911473,-14.3880631144218,114.126969836029
0.350613580633772,-14.2753461347902,114.239661567599
0.353864299576295,-14.162281797992,114.35126825345
0.357145157607054,-14.0488696941958,114.461751628395
0.360456434161045,-13.9351095015621,114.571073100008
0.363798411264053,-13.8210009877064,114.679193759122
0.367171373556666,-13.706544011124,114.786074390651
0.370575608318524,-13.5917385225732,114.891675484728
0.374011405492782,-13.476584566416,114.995957248143
0.377479057710809,-13.3610822819137,115.098879616081
0.380978860317109,-13.2452319044758,115.200402264142
0.384511111394477,-13.1290337668606,115.30048462064
0.388076111789388,-13.012488300326,115.399085879171
0.391674165137619,-12.8955960357282,115.496165011427
0.395305577890109,-12.7783576045669,115.591680780263
0.398970659339064,-12.6607737399761,115.685591752989
0.402669721644295,-12.5428452776586,115.77785631488
0.406403079859808,-12.4245731567624,115.868432682897
0.410171051960637,-12.3059584206985,115.957278919594
0.413973958869927,-12.1870022178986,116.044352947202
0.417812124486265,-12.0677058025117,116.129612561882
0.42168587571127,-11.9480705350379,116.213015448124
0.425595542477432,-11.8280978828994,116.294519193273
0.429541457776217,-11.7077894209481,116.374081302184
0.433523957686426,-11.5871468319072,116.45165921197
0.437543381402819,-11.4661719067489,116.527210306839
0.441600071265005,-11.3448665450052,116.600691933004
0.4456943727866,-11.2232327550135,116.67206141364
0.449826634684654,-11.1012726540949,116.741276063885
0.453997208909354,-10.9789884686661,116.808293205854
0.458206450673995,-10.8563825342854,116.873070183664
0.462454718485242,-10.7334572956308,116.935564378438
0.466742374173654,-10.6102153064129,116.995733223284
0.471069782924513,-10.4866592292208,117.053534218229
0.475437313308917,-10.3627918353028,117.10892494508
0.479845337315181,-10.238616004282,117.161863082217
0.48429423038051,-10.1141347238067,117.212306419281
0.488784371422984,-9.98935108913828,117.260212871755
0.493316142873827,-9.8642683026747,117.305540495411
0.497889930709978,-9.73888967341349,117.348247500617
0.50250612448697,-9.61321861635311,117.388292266486
0.507165117372103,-9.48725865183506,117.425633354843
0.511867306177934,-9.3610134048276,117.460229524014
0.516613091396073,-9.23448660415271,117.492039742402
0.521402877231297,-9.10768208165763,117.521023201852
0.526237071635969,-8.98060377133266,117.547139330784
0.531116086344791,-8.8532557083769,117.570347807084
0.536040336909868,-8.72564202821371,117.590608570741
0.541010242736104,-8.59776696545778,117.607881836213
0.546026227116921,-8.46963485283564,117.622128104523
0.551088717270311,-8.34125012006173,117.633308175066
0.556198144375226,-8.2126172926721,117.641383157111
0.561354943608297,-8.08374099081778,117.646314481009
0.566559554180905,-7.95462592802009,117.648063909079
0.571812419376583,-7.82527690989011,117.646593546174
0.577113986588776,-7.69569883281462,117.641865849921
0.582464707358941,-7.5658966826108,117.633843640623
0.587865037415011,-7.43587553315202,117.622490110825
0.593315436710205,-7.30564054496723,117.607768834533
0.598816369462208,-7.17519696381615,117.589643776087
0.604368304192702,-7.04455011924285,117.568079298684
0.609971713767279,-6.91370542311014,117.543040172544
0.615627075435706,-6.78266836811701,117.514491582729
0.621334870872584,-6.65144452630178,117.482399136602
0.627095586218364,-6.5200395475332,117.446728870931
0.632909712120754,-6.388459157992,117.407447258644
0.638777743776512,-6.25670915864518,117.364521215229
0.644700180973619,-6.12479542371542,117.317918104786
0.650677528133848,-5.99272389914795,117.267605745729
0.656710294355725,-5.8605006010771,117.213552416155
0.662798993457891,-5.72813161429471,117.155726858865
0.668944144022864,-5.59562309072277,117.094098286062
0.675146269441207,-5.46298124789214,117.028636383714
0.681405897956107,-5.33021236742959,116.959311315606
0.687723562708364,-5.19732279355513,116.886093727073
0.694099801781804,-5.0643189315915,116.808954748431
0.7005351582491,-4.93120724648767,116.727865998116
0.707030180218036,-4.79799426135825,116.642799585524
0.713585420878183,-4.66468655604031,116.55372811359
0.720201438548018,-4.53129076566936,116.460624681082
0.726878796722474,-4.39781357927605,116.36346288465
0.733618064120939,-4.26426173840475,116.262216820622
0.740419814735688,-4.13064203575582,116.156861086562
0.747284627880774,-3.99696131385232,116.047370782615
0.754213088241372,-3.86322646373267,115.933721512624
0.76120578592357,-3.72944442367015,115.815889385056
0.768263316504636,-3.59562217792025,115.693851013741
0.77538628108374,-3.46176675549669,115.567583518429
0.782575286333152,-3.32788522897686,115.437064525184
0.789830944549914,-3.19398471333743,115.302272166639
0.797153873707986,-3.06007236482055,115.163185082097
0.804544697510886,-2.92615537983109,115.019782417518
0.812004045444807,-2.79224099386551,114.872043825395
0.819532552832232,-2.65833648047221,114.719949464526
0.827130860886045,-2.52444915024384,114.563479999705
0.834799616764147,-2.39058634984148,114.402616601338
0.842539473624571,-2.25675546105063,114.237340945002
0.850351090681115,-2.12296389986892,114.067635210956
0.858235133259488,-1.98921911562523,113.893482083614
0.866192272853973,-1.85552859013,113.714864751004
0.874223187184627,-1.72189983685614,113.531766904211
0.882328560254994,-1.58834040015019,113.344172736823
0.890509082410369,-1.454857854473,113.152066944396
0.898765450396593,-1.3214598036694,112.955434723937
0.907098367419397,-1.18815388026588,112.754261773427
0.915508543204293,-1.05494774479564,112.548534291396
0.923996694057025,-0.921849085149997,112.338238976547
0.932563542924574,-0.788865615955151,112.123363027454
0.941209819456737,-0.656005077973294,111.903894142339
0.949936260068267,-0.523275237526891,111.679820518926
0.958743608001601,-0.390683885944998,111.451130854403
0.967632613390154,-0.258238839030306,111.217814345481
0.976604033322219,-0.125947936545671,110.979860688568
0.985658631905441,0.00618095828129663,110.737260080058
0.994797180331901,0.138139959236906,110.490003216753
1.0040204569438,0.26992115758483,110.238081296417
1.01332924729975,0.401516622515834,109.981486018463
1.02272434424167,0.532918401585219,109.72020958479
1.03220654796235,0.664118521139675,109.454244700773
1.04177666607355,0.795108986735015,109.1835845764
1.05143551367484,0.925881783546519,108.908222927571
1.06118391342298,1.05642887677347,108.628153977559
1.07102269560201,1.18674221203957,108.343372458633
1.08095269819396,1.31681371579092,108.053873613854
1.09097476695022,1.44663529569326,107.75965319903
1.10108975546358,1.57619884103015,107.460707484853
1.11129852524093,1.70549622310391,107.157033259194
1.12160194577664,1.83451929564084,106.84862782958
1.13200089462658,1.96325989520266,106.535489025839
1.14249625748293,2.09170984160568,106.217615202906
1.15308892824956,2.21986093834958,105.895005243812
1.16377980911818,2.34770497305729,105.567658562829
1.17456981064518,2.47523371792789,105.235575108783
1.1854598518292,2.60243893020401,104.898755368526
1.19645086018939,2.72931235265538,104.557200370571
1.2075437718444,2.85584571408027,104.210911688872
1.21873953159211,2.98203072982628,103.859891446764
1.23003909299012,3.10785910233217,103.504142321034
1.24144341843695,3.23332252169201,103.143667546146
1.25295347925402,3.3584126662436,102.778470918587
1.26457025576835,3.48312120318204,102.408556801347
1.27629473739609,3.60743978920038,102.033930128512
1.28812792272678,3.73136007115837,101.654596409975
1.30007081960838,3.85487368678084,101.270561736254
1.31212444523316,3.97797226538689,100.881832783397
1.32428982622427,4.10064742865115,100.488416817987
1.33656799872323,4.22289079139828,100.090321702218
1.34896000847814,4.34469396243179,99.6875558990453
1.3614669109328,4.46604854539834,99.2801284773943
1.37408977131656,4.58694613968838,98.8680491174235
1.38682966473504,4.70737834137423,98.4513281158241
1.39968767626174,4.82733674418622,98.0299763911509
1.41266490103043,4.94681294052812,97.6040054891731
1.42576244432843,5.06579852253204,97.1734275882319
1.43898142169074,5.18428508315401,96.7382555045944
1.45232295899506,5.30226421731043,96.2985026977936
1.4657881925577,5.41972752305617,95.8541832759394
1.47937826923032,5.53666660280465,95.4053120009927
1.49309434649764,5.65307306459022,94.9519042939853
1.50693759257601,5.76893852337333,94.4939762401789
1.52090918651294,5.88425460238853,94.0315445941453
1.53501031828746,5.99901293453542,93.5646267847588
1.54924218891154,6.1132051638128,93.0932409200858
1.56360601053233,6.22682294679574,92.6174057921602
1.57810300653543,6.33985795415567,92.1371408816308
1.59273441164908,6.45230187222321,91.6524663622671
1.60750147204929,6.56414640459331,91.1634031053133
1.62240544546607,6.67538327377274,90.6699726836728
1.63744760129042,6.78600422286898,90.1721973759153
1.65262922068258,6.89600101732037,89.6701001700896
1.66795159668105,7.00536544666676,89.1637047673321
1.68341603431276,7.11408932635982,88.6530355852559
1.69902385070423,7.22216449961253,88.1381177611099
1.71477637519372,7.32958283928672,87.6189771546939
1.73067494944449,7.43633624981773,87.0956403510185
1.74672092755903,7.54241666917538,86.568134662697
1.76291567619442,7.64781607085983,86.036488132058
1.77926057467872,7.75252646593128,85.500729532966
1.79575701512845,7.85653990507231,84.9608883723403
1.81240640256716,7.95984848068128,84.4169948913596
1.82921015504511,8.06244432899562,83.8690800663421
1.84616970376,8.16431963224328,83.3171756092911
1.86328649317893,8.2654666208209,82.7613139680953
1.88056198116138,8.36587757549693,82.2015283263745
1.89799763908341,8.46554482963815,81.6378526029615
1.91559495196297,8.56446077145762,81.0703214510112
1.93335541858634,8.66261784628236,80.4989702567282
1.95128055163586,8.76000855883868,79.9238351377057
1.9693718778187,8.85662547555346,79.3449529408677
1.98763093799693,8.95246122686904,78.7623612400076
2.00605928731874,9.04750850956989,78.1760983329164
2.02465849535091,9.14176008911881,77.5862032380959
2.04343014621247,9.23520880200058,76.9927156910502
2.06237583870963,9.32784755807075,76.3956761401507
2.08149718647196,9.41966934290744,75.7951257420721
2.10079581808983,9.51066722016376,75.1911063567936
2.12027337725309,9.60083433391865,74.5836605421637
2.13993152289111,9.69016391102372,73.9728315480261
2.15977192931401,9.7786492634438,73.3586633099038
2.17979628635534,9.86628379058875,72.7412004422425
2.20000629951595,9.9530609816343,72.1204882312104
2.22040369010926,10.0389744178293,71.4965726270557
2.24099019540789,10.1240177747873,70.8695002360236
2.26176756879158,10.2081848247596,70.2393183118313
2.28273757989658,10.2914694388878,69.606074746707
2.30390201476635,10.3738655894337,68.9698180619922
2.32526267600366,10.455367351983,68.3305973983124
2.34682138292415,10.5359689076221,67.6884625053202
2.36857997171126,10.6156645450844,67.0434637310148
2.39054029557266,10.6944486628641,66.3956520106436
2.41270422489804,10.7723157712959,65.7450788551918
2.43507364741842,10.8492604945977,65.0917963394665
2.45765046836698,10.9252775728738,64.4358570897815
2.48043661064127,11.0003618640774,63.7773142712522
2.50343401496704,11.0745083459298,63.1162215747071
2.52664464006347,11.1477121177944,62.4526332032264
2.55007046281008,11.2199684025027,61.7866038583145
2.57371347841501,11.2912725481321,61.1181887257192
2.59757570058503,11.3616200297315,60.447443460906
2.62165916169702,11.4310064509954,59.7744241741982
2.64596591297107,11.4994275458819,59.0991874155954
2.67049802464517,11.5668791801752,58.4217901592809
2.69525758615158,11.6333573529904,57.7422897878301
2.72024670629474,11.6988581982184,57.0607440761337
2.74546751343092,11.7633779859106,56.3772111750459
2.77092215564945,11.8269131236005,55.6917495947737
2.79661280095573,11.8894601575631,55.0044181880188
2.82254163745583,11.9510157740088,54.3152761328856
2.8487108735429,12.0115768002121,53.6243829155716
2.87512273808522,12.071140205573,52.9317983128511
2.90177948061607,12.1297031026121,52.2375823743689
2.92868337152529,12.1872627478954,51.5417954047582
2.9558367022527,12.2438165428916,50.8444979455957
2.98324178548321,12.2993620347589,50.1457507572113
3.01090095534385,12.3538969170608,49.445614800365
3.03881656760253,12.4074190304124,48.7441512178069
3.06699099986868,12.4599263630542,48.0414213157351
3.09542665179579,12.5114170513551,47.3374865451666
3.12412594528577,12.5618893802433,46.6324084832351
3.15309132469524,12.6113417835655,45.9262488144322
3.18232525704368,12.6597728443739,45.2190693118051
3.21183023222359,12.7071812951421,44.5109318181265
3.24160876321257,12.7535660179078,43.801898227051
3.27166338628728,12.7989260443455,43.0920304642718
3.30199666123955,12.8432605557673,42.3813904686932
3.33261117159433,12.886568883052,41.6700401736315
3.36350952482977,12.9288505065052,40.9580414880587
3.39469435259929,12.9701050556484,40.2454562779032
3.42616831095574,13.0103323089388,39.5323463474196
3.45793408057756,13.0495321934205,38.8187734206424
3.48999436699719,13.0877047843076,38.1047991229345
3.52235190083141,13.1248503044998,37.3904849626445
3.55500943801399,13.1609691240315,36.6758923128842
3.58796976003036,13.1960617594555,35.9610823934391
3.62123567415453,13.2301288731615,35.2461162528227
3.6548100136882,13.2631712726312,34.5310547504864
3.68869563820207,13.2951899096303,33.8159585391957
3.72289543377938,13.3261858793392,33.1008880475836
3.75741231326176,13.3561604194225,32.3859034628912
3.79224921649725,13.38511490904,31.6710647139059
3.82740911059078,13.4130508677981,30.9564314541065
3.8628949901568,13.439969954645,30.2420630450241
3.8987098775744,13.46587396671,29.528018539829
3.93485682324469,13.4907648380876,28.8143566671502
3.9713389058506,13.5146446385688,28.1011358151373
4.00815923261915,13.5375155723203,27.3884140157728
4.04532093958604,13.5593799765125,26.6762489294401
4.08282719186277,13.5802403198989,25.9646978297577
4.12068118390622,13.6000992013472,25.253817588683
4.15888613979073,13.618959348323,24.5436646618955
4.19744531348267,13.6368236153299,23.8342950744626
4.23636198911765,13.653694982304,23.1257644067958
4.27563948128015,13.6695765529669,22.4181277809022
4.31528113528589,13.6844715531379,21.7114398469367
4.35529032746672,13.6983833290054,21.0057547700591
4.39567046545821,13.7113153453616,20.3011262176018
4.43642498848988,13.723271183799,19.5976073465518
4.4775573676781,13.7342545408723,18.8952507913503
4.51907110632175,13.7442692262264,18.1941086520165
4.5609697402006,13.7533191606912,17.4942324825942
4.60325683787646,13.7614083743462,16.7956732799298
4.64593600099711,13.7685410045542,16.0984814727808
4.68901086460306,13.7747212939682,15.4027069112585
4.73248509743713,13.7799535885097,14.7083988566091
4.77636240225698,13.7842423353229,14.0156059713323
4.82064651615042,13.7875920807042,13.3243763096421
4.86534121085372,13.7900074680087,12.63475730827
4.91045029307287,13.7914932355362,11.9467957776127
4.95597760480779,13.7920542143962,11.2605378932251
5.00192702367955,13.7916953263552,10.5760291876611
5.04830246326064,13.7904215816664,9.89331454266024
5.09510787340831,13.7882380768832,9.21243818168413
5.14234724060096,13.785149992659,8.53344366280088
5.19002458827767,13.7811625915331,7.85637387191828
5.23814397718091,13.7762812157048,7.18127101636655
5.28670950570238,13.7705112847972,6.50817661882903
5.33572531023208,13.7638582936119,5.83713151162253
5.3851955655106,13.7563278098755,5.16817583132418
5.43512448498472,13.7479254719791,4.50134901374663
5.48551632116624,13.7386569867135,3.83668978925916
5.53637536599417,13.7285281269994,3.1742361784538
5.58770595120032,13.7175447296149,2.5140254881554
5.6395124486782,13.7057126929222,1.85609430777447
5.69179927085541,13.6930379745927,1.20047850600041
5.74457087106942,13.6795265893342,0.547213227833909
5.7978317439469,13.6651846066197,-0.10366710804389
5.85158642578649,13.6500181484196,-0.752128811567211
5.90583949494522,13.634033386938,-1.39813892324931
5.96059557222841,13.6172365423559,-2.04166521581635
6.01585932128325,13.5996338805799,-2.68267619551389
6.07163544899598,13.5812317109996,-3.32114110308968
6.12792870589285,13.5620363842544,-3.95702991445468
6.18474388654463,13.5420542900104,-4.59031334102689
6.24208582997506,13.5212918547478,-5.22096282975997
6.29995942007296,13.4997555395627,-5.84895056286196
6.35836958600817,13.4774518379804,-6.47424945720602
6.41732130265143,13.4543872737849,-7.09683316343855
6.47681959099804,13.4305683988631,-7.71667606478794
6.53686951859554,13.4060017910661,-8.33375327557886
6.59747619997534,13.3806940520879,-8.94804063945555
6.65864479708826,13.3546518053631,-9.55951472732026
6.72038051974424,13.3278816939836,-10.1681528349894
6.78268862605605,13.3003903786367,-10.7739329805743
6.84557442288714,13.2721845355637,-11.3768339015908
6.9090432663036,13.2432708545413,-11.9768350518022
6.97310056203039,13.213656036886,-12.573916597802
7.0377517659117,13.1833467934828,-13.1680594153412
7.10300238437567,13.1523498428384,-13.7592450854058
7.1688579749034,13.1206719091598,-14.3474558900504
7.2353241465022,13.08831972046,-14.9326748079933
7.30240656018342,13.0553000066896,-15.5148855099795
7.37011092944454,13.0216194978975,-16.094072353918
7.43844302075582,12.9872849224188,-16.6702203797974
7.50740865405143,12.9523030050926,-17.2433153043889
7.57701370322515,12.916680465509,-17.8133435157414
7.64726409663064,12.8804240162867,-18.3802920674753
7.71816581758639,12.8435403613809,-18.9441486728808
7.78972490488532,12.8060361944231,-19.5049016988292
7.86194745330909,12.7679181970919,-20.0625401595019
7.93483961414723,12.7291930375172,-20.6170537099437
8.00840759572103,12.6898673687158,-21.1684326394494
8.08265766391234,12.6499478270608,-21.7166678647872
8.1575961426972,12.609441030784,-22.2617509232679
8.23322941468451,12.5683535785125,-22.8036739656662
8.3095639216596,12.5266920478387,-23.3424297490005
8.38660616513294,12.4844629939253,-23.8780116291775
8.46436270689381,12.4416729481435,-24.4104135535108
8.54284016956924,12.3983284167477,-24.9396300531168
8.62204523718803,12.3544358795832,-25.4656562351973
8.70198465575007,12.3100017888303,-25.9884877752144
8.78266523380086,12.2650325677825,-26.5081209089653
8.86409384301146,12.2195346096605,-27.0245524245625
8.94627741876369,12.1735142764606,-27.5377796543264
9.02922296074091,12.1269778978395,-28.0478004665982
9.11293753352411,12.0799317700325,-28.5546132574773
9.19742826719366,12.0323821548088,-29.0582169424917
9.28270235793658,11.9843352784599,-29.5586109482069
9.36876706865943,11.9357973308246,-30.0557952037792
9.45562972960692,11.8867744643474,-30.5497701324611
9.54329773898623,11.8372727931725,-31.0405366430632
9.63177856359714,11.7872983922716,-31.5280961213794
9.72107973946796,11.7368572966062,-32.0124504215824
9.81120887249738,11.685955500324,-32.4936018575933
9.90217363910233,11.6345989559887,-32.9715531944325
9.99398178687173,11.5827935738434,-33.4463076395574
10.0866411352264,11.5305452211071,-33.9178688341916
10.1801595760849,11.4778597213042,-34.3862408446525
10.2745450745362,11.4247428536262,-34.8514281536805
10.3698056695172,11.3712003523255,-35.3134356517765
10.4659494744983,11.3172379061413,-35.7722686285533
10.5629846781739,11.2628611577561,-36.2279327641028
10.6609195451601,11.208075703284,-36.6804341203878
10.7597624166984,11.1528870917888,-37.1297791326594
10.8595217113663,11.0973008248322,-37.575974600907
10.9602059257943,11.0413223560522,-38.0190276813436
11.0618236353893,10.9849570907692,-38.4589458779322
11.1643834950656,10.9282103856227,-38.8957370339551
11.2678942399815,10.871087548234,-39.3294093236324
11.3723646862832,10.8135938368981,-39.7599712437922
11.4778037318562,10.7557344603019,-40.187431605596
11.584220357083,10.6975145772692,-40.6117995263233
11.6916236256074,10.6389392965317,-41.0330844212187
11.8000226851074,10.5800136765251,-41.4512959954041
11.9094267680734,10.5207427252111,-41.8664442358601
12.0198451925953,10.4611313999228,-42.2785394034785
12.1312873631557,10.4011846072347,-42.6875920251889
12.2437627714308,10.340907202855,-43.0936128861631
12.3572809970994,10.2803039915419,-43.4966130220973
12.4718517086581,10.219379727041,-43.8966037115783
12.5874846642452,10.1581391120449,-44.2935964685308
12.7041897124719,10.0965867981736,-44.687603034754
12.8219767932606,10.0347273859751,-45.0786353725432
12.9408559386922,9.9725654249467,-45.4667056574034
13.0608372738599,9.91010541357451,-45.8518262708535
13.181931017732,9.8473517993927,-46.2340097933234
13.3041474840221,9.78430897906051,-46.6132689971465
13.4274970820675,9.72098129845687,-46.9896168396473
13.5519903177158,9.65737305279227,-47.3630664563265
13.6776377942199,9.59348848673713,-47.7336311541445
13.8044502131406,9.52933179456613,-48.1013244049036
13.9324383752588,9.46490712031799,-48.4661598387308
14.0616131814945,9.40021855797027,-48.8281512376608
14.1919856338362,9.33527015162836,-49.1873125293217
14.3235668362771,9.27006589572857,-49.5436577807214
14.4563679957616,9.20460973525433,-49.8972011921377
14.5904004231393,9.13890556596541,-50.2479570911108
14.7256755341283,9.07295723463932,-50.595939926539
14.862204850288,9.00676853932464,-50.9411642628785
15,8.94034322960557,-51.283644774446
