Frequency (Hz),Magnitude (dB),Phase (deg)
0.01,-21.1285676602768,84.7500533881728
0.0101862899024469,-20.9706412945078,84.6536622168464
0.0103760501976691,-20.8128034010493,84.5555545794123
0.0105693455355799,-20.6550571890725,84.4557029068409
0.0107662417704549,-20.4974059796368,84.3540793577332
0.0109668059833687,-20.339853209249,84.2506558260712
0.0111711065050482,-20.1824024335124,84.1454039497579
0.0113792129391532,-20.0250573308617,84.0382951199921
0.0115911961859889,-19.8678217063857,83.9293004915232
0.0118071284666619,-19.7106994957372,83.8183909938325
0.0120270833476851,-19.5536947691287,83.7055373432925
0.0122511357660412,-19.3968117354139,83.5907100563535
0.0124793620547131,-19.2400547462532,83.4738794638115
0.0127118399686903,-19.083428300362,83.3550157262126
0.012948648711459,-18.9269370478398,83.2340888504508
0.0131898689619867,-18.770585794578,83.1110687076181
0.0134355829022083,-18.6143795067439,82.9859250521676
0.0136858742450252,-18.4583233153372,82.8586275424535
0.0139408282628258,-18.3024225208163,82.7291457627111
0.0142005318165368,-18.14668259779,82.5974492465442
0.0144650733852165,-17.9911091997696,82.4635075019887
0.0147345430961984,-17.8357081639774,82.3272900382216
0.0150090327557974,-17.6804855162045,82.1887663939873
0.0152886358805873,-17.5254474757126,82.0479061678149
0.0155734477292614,-17.3706004601719,81.9046790501006
0.0158635653350859,-17.2159510906279,81.7590548571318
0.0161590875389592,-17.0615061964882,81.6110035671296
0.0164601150230855,-16.9072728205196,81.4604953583874
0.016766750345277,-16.7532582238457,81.3075006495859
0.0170790979738943,-16.5994698909341,81.1519901423618
0.017397264323438,-16.4459155345593,80.9939348662113
0.0177213577908036,-16.2926031007302,80.8333062258082
0.0180514887922111,-16.1395407735673,80.6700760508142
0.0183877698008233,-15.9867369801129,80.5042166482611
0.0187303153850644,-15.83420039506,80.3357008575829
0.0190792422476527,-15.6819399453808,80.1645021083721
0.0194346692653602,-15.5299648148355,79.9905944809349
0.0197967175295133,-15.3782844483431,79.8139527697172
0.0201655103872475,-15.22690855619,79.6345525496683
0.0205411734835307,-15.075847118056,79.4523702456077
0.0209238348039698,-14.9251103868316,79.2673832046558
0.0213136247184144,-14.7747088922014,79.0795697717822
0.0217106760253727,-14.6246534439675,78.8889093685217
0.0221151239972549,-14.4749551350817,78.6953825749021
0.0225271064264598,-14.3256253443596,78.4989712146167
0.0229467636723194,-14.1766757388416,78.299658443471
0.0233742387089182,-14.0281182757712,78.0974288411197
0.0238096771738036,-13.8799652041524,77.8922685061038
0.0242532274176035,-13.7322290658535,77.6841651541814
0.0247050405545683,-13.5849226962175,77.4731082199392
0.0251652705140539,-13.4380592241411,77.2590889616538
0.0256340740929652,-13.2916520715832,77.0421005693591
0.0261116110091746,-13.1457149524596,76.8221382760608
0.0265980439559376,-13.0002618708832,76.5991994720217
0.0270935386573205,-12.8553071187055,76.3732838220224
0.0275982639246618,-12.710865272315,76.1443933854845
0.0281123917140847,-12.5669511886475,75.912532739322
0.0286360971850812,-12.4235800003631,75.677709103364
0.029169558760188,-12.2807671101434,75.4399324681711
0.0297129581857733,-12.1385281840623,75.1992157250416
0.0302664805939569,-11.9968791439856,74.9555747979813
0.0308303145656828,-11.8558361589523,74.7090287773801
0.0314046521949675,-11.7154156354928,74.4596000551186
0.0319896891543454,-11.5756342068401,74.2073144607925
0.0325856247615323,-11.4365087209911,73.9522013987205
0.0331926620473319,-11.2980562275749,73.694293985368
0.0338110078248069,-11.1602939634915,73.4336291867924
0.0344408727597382,-11.0232393372813,73.1702479556851
0.0350824714423979,-10.8869099121921,72.904195367556
0.0357360224606579,-10.751323387913,72.6355207555761
0.0364017484744614,-10.6164975809466,72.3642778435677
0.0370798762916817,-10.4824504035971,72.0905248766004
0.0377706369453937,-10.3491998415558,71.8143247486269
0.0384742657725851,-10.2167639300687,71.5357451265651
0.0391910024943341,-10.0851607286803,71.254858570211
0.0399210912974805,-9.95440829454961,70.9717426473431
0.0406647809178186,-9.82452465434408,70.6864800433615
0.041422324724839,-9.69552777472125,70.3991586647867
0.0421939808080503,-9.56743553141794,70.1098717359306
0.042980012064908,-9.44026567697231,69.8187178880416
0.0437806862903817,-9.31403580711353,69.5258012402198
0.044596276268191,-9.18876332586144,69.2312314713953
0.0454270598637405,-9.06446540938759,68.9351238826668
0.0462733201187869,-8.94115896869782,68.6375994493033
0.0471353453478691,-8.81886061120536,68.3387848617242
0.0480134292365345,-8.69758660127275,68.0388125547931
0.0489078709413959,-8.57735281980975,67.7378207247801
0.0498189751920516,-8.45817472302346,67.4359533333794
0.0507470523949047,-8.34006730042571,67.1333600982026
0.051692418738916,-8.22304503221122,66.8301964692097
0.0526553963033276,-8.10712184612839,66.526623590584
0.0536363131673924,-7.99231107397206,66.2228082476121
0.0546355035221488,-7.87862540783511,65.9189227981868
0.0556533077842765,-7.76607685626186,65.615145088613
0.0566900727120744,-7.65467670045254,65.3116583534669
0.0577461515235982,-7.54443545067237,65.0086510993293
0.0588219040169996,-7.4353628030236,64.7063169722923
0.0599176966931062,-7.32746759674107,64.4048546092183
0.0610339028802862,-7.22075777217432,64.1044674728146
0.0621709028616383,-7.11524032961986,63.8053636706705
0.0633290840045512,-7.01092128916658,63.5077557584927
0.064508840892677,-6.90780565171609,63.2118605278627
0.0657105754603627,-6.80589736133616,62.9178987789245
0.0669346971295866,-6.70519926910188,62.626095078502
0.0681816229494448,-6.60571309857318,62.3366775042245
0.069451777738237,-6.50743941305075,62.0498773753248
0.0707455942281988,-6.41037758474452,61.7659289708496
0.0720635132129306,-6.31452576597958,61.4850692360933
0.0734059836975722,-6.21988086255418,61.2075374781388
0.0747734630517759,-6.12643850935338,60.9335750514423
0.0761664171655289,-6.03419304830961,60.6634250344601
0.0775853206078784,-5.94313750878839,60.3973318983549
0.0790306567886135,-5.8532635904643,60.1355411688615
0.0805029181229598,-5.76456164873744,59.8782990824171
0.0820026061993413,-5.67702068272686,59.6258522376822
0.0835302319502678,-5.59062832586221,59.3784472435862
0.0850863158264058,-5.50537083908022,59.1363303650352
0.0866713879738923,-5.42123310661811,58.8997471674046
0.0882859884149515,-5.33819863438106,58.6689421609259
0.0899306672318762,-5.25624955084754,58.4441584460428
0.0916059847544371,-5.17536661046226,58.2256373607783
0.0933125117507825,-5.09552919945387,58.0136181311061
0.0950508296218951,-5.01671534400282,57.808337525267
0.0968215305996709,-4.93890172067357,57.6100295129066
0.0986252179486878,-4.8620636690155,57.4189249298477
0.100462506171734,-4.78617520622837,57.2352511492316
0.102334021219164,-4.7112090437803,57.0592317596873
0.104240400702156,-4.63713660586056,56.8910862511056
0.106182294109938,-4.56392804954433,56.731029708506
0.108160363031071,-4.49155228654327,56.5792725144018
0.110175281378839,-4.41997700641395,56.4360200599769
0.112227735620851,-4.34916870109539,56.3014724653024
0.114318425012915,-4.27909269064774,56.1758243087305
0.116448061837269,-4.20971315006656,56.0592643655231
0.118617371645248,-4.14099313705035,55.9519753556849
0.120827093504478,-4.07289462060364,55.8541337008949
0.123077980250667,-4.00537851036404,55.7659092903582
0.125370798744092,-3.93840468654835,55.6874652553249
0.127706330130864,-3.87193203042071,55.6189577519665
0.130085370109057,-3.80591845519474,55.5605357522391
0.132508729199795,-3.7403209372908,55.5123408423149
0.134977233023394,-3.67509554788017,55.4745070281188
0.137491722580642,-3.61019748465807,55.447160547476
0.140053054539322,-3.54558110379912,55.4304196883427
0.142662101526074,-3.48119995205994,55.4243946125802
0.14531975242369,-3.41700679900527,55.4291871847154
0.148026912673951,-3.35295366934568,55.4448908051312
0.150784504586105,-3.28899187538671,55.4715902471325
0.15359346765109,-3.2250720496003,55.5093614973507
0.15645475886161,-3.16114417734114,55.5582715989631
0.159369353038178,-3.09715762974082,55.618378497239
0.162338243161228,-3.03306119682347,55.6897308869547
0.165362440709418,-2.96880312089588,55.7723680612627
0.168442976004232,-2.90433113027467,55.8663197616502
0.171580898561001,-2.83959247342098,55.9716060286759
0.174777277446468,-2.77453395356115,56.088237053234
0.178033201643011,-2.70910196387808,56.2162130281607
0.18134978041965,-2.64324252336397,56.3555240000675
0.184728143709963,-2.57690131342972,56.5061497213635
0.188169442497056,-2.51002371536974,56.6680595025003
0.191674849205682,-2.44255484878364,56.8412120645618
0.195245558101686,-2.37443961105725,57.0255553923987
0.198882785698881,-2.30562271800587,57.2210265885954
0.202587771173502,-2.23604874578115,57.4275517286424
0.206361776786386,-2.16566217414081,57.6450457177753
0.210206088313016,-2.09440743117654,57.8734121500243
0.214122015481573,-2.02222893959055,58.1125431701082
0.218110892419152,-1.94907116460483,58.3623193388869
0.222174078106288,-1.87487866357955,58.622609503168
0.226312956839953,-1.7995961374081,58.8932706707428
0.230528938705171,-1.72316848374638,59.1741478915972
0.234823460055428,-1.64554085212202,59.4650741463154
0.239197984002024,-1.56665870095719,59.7658702427536
0.243654000912547,-1.48646785652448,60.0763447221203
0.248193028918626,-1.40491457384098,60.3962937756474
0.25281661443315,-1.32194559948942,60.7255011730765
0.25752633267712,-1.23750823633906,61.0637382042199
0.262323788216312,-1.15155041012119,61.4107636348746
0.267210615507944,-1.06402073779632,61.7663236783828
0.272188479457518,-0.974868597631114,62.1301519841321
0.277259075986048,-0.884044200884351,62.5019696442801
0.282424132607843,-0.79149866498195,62.8814852199646
0.287685409019059,-0.697184088041421,63.2683947882263
0.293044697697214,-0.601053624587295,63.6623820108277
0.298503824511873,-0.503061562279848,64.0631182260849
0.304064649346707,-0.403163399461182,64.4702625647654
0.309729066733141,-0.301315923304921,64.883462091012
0.315499006495809,-0.197477288339004,65.3023519691612
0.321376434410028,-0.091607095095381,65.7265556572094
0.327363352871525,0.0163335313739721,66.1556851275635
0.333461801578636,0.126381863388246,66.589341115577
0.339673858227221,0.238573493220597,67.0271133962301
0.346001639218511,0.352942256666513,67.4685810891648
0.352447300380159,0.469520157898589,67.9133129921191
0.359013037700707,0.588337295913604,68.3608679426476
0.365701088077749,0.709421792880383,68.8107952078365
0.372513730080021,0.832799724696954,69.262634901552
0.379453284723694,0.958495054063127,69.7159184285806
0.386522116263126,1.08652956636949,70.1701689548469
0.393722632996348,1.21692280869614,70.6249019027155
0.40105728808555,1.34969203220427,71.0796254702169
0.408528580392856,1.48485213819042,71.5338411728652
0.416139055331671,1.62241562805829,71.9870444065845
0.423891305733878,1.76239255744466,72.4387250301042
0.431787972733202,1.90479049471603,72.8883679650497
0.439831746665023,2.04961448403035,73.3354538118277
0.448025367982949,2.19686701313405,73.7794594792924
0.456371628192476,2.34654798603834,74.219858826084
0.464873370802026,2.49865470069236,74.656123311451
0.473533492291712,2.65318183174117,75.0877226533054
0.482354943100147,2.81012141842821,75.5141254912174
0.491340728629636,2.96946285767161,75.9348000520303
0.500493910270095,3.13119290231346,76.3492148157735
0.509817606442043,3.29529566451169,76.7568391795647
0.519314993659021,3.46175262421394,77.1571441172257
0.528989307609815,3.63054264262427,77.5496028323912
0.538843844260822,3.80164198054563,77.9336914029592
0.548881960978967,3.97502432145432,78.3088894148199
0.559107077675529,4.1506607991375,78.6746805829058
0.569522677971283,4.32852002970194,79.030553357726
0.580132310383338,4.5085681477407,79.3760015156783
